Keep,Survey Type,System,role_rganization,years_experience,domain_activity,Python_experience,Cpp_experience,Java_experience,C_experience,C#_experience,NotHandlingExceptions_prevalence,AssumingSafeReturnValue_prevalence,ExcessiveCommunication_prevalence,Clustering_prevalence,Scattering_prevalence,HardCodingLibraries_prevalence,LocalReferences_prevalence,MemoryManagement_prevalence,CachingObjects_prevalence,SecuringLibraries_prevalence,RelativePath_prevalence,ExcessiveObjects_prevalence,UnusedDeclaration_prevalence,UnusedImplementation_prevalence,UnusedParameters_prevalence,NotHandlingExceptions_Expandability,NotHandlingExceptions_Simplicity,NotHandlingExceptions_Reusability,NotHandlingExceptions_Learnability,NotHandlingExceptions_Understandability,NotHandlingExceptions_Modularity,ReturnValue_Expandability,ReturnValue_Simplicity,ReturnValue_Reusability,ReturnValue_Learnability,ReturnValue_Understandability,ReturnValue_Modularity,ExcessiveCommunication_Expandability,ExcessiveCommunication_Simplicity,ExcessiveCommunication_Reusability,ExcessiveCommunication_Learnability,ExcessiveCommunication_Understandability,ExcessiveCommunication_Modularity,Clustering_Expandability,Clustering_Simplicity,Clustering_Reusability,Clustering_Learnability,Clustering_Understandability,Clustering_Modularity,Scattering_Expandability,Scattering_Simplicity,Scattering_Reusability,Scattering_Learnability,Scattering_Understandability,Scattering_Modularity,HardCodingLibraries_Expandability,HardCodingLibraries_Simplicity,HardCodingLibraries_Reusability,HardCodingLibraries_Learnability,HardCodingLibraries_Understandability,HardCodingLibraries_Modularity,LocalReferences_Expandability,LocalReferences_Simplicity,LocalReferences_Reusability,LocalReferences_Learnability,LocalReferences_Understandability,LocalReferences_Modularity,MemoryManagement_Expandability,MemoryManagement_Simplicity,MemoryManagement_Reusability,MemoryManagement_Learnability,MemoryManagement_Understandability,MemoryManagement_Modularity,CachingObjects_Expandability,CachingObjects_Simplicity,CachingObjects_Reusability,CachingObjects_Learnability,CachingObjects_Understandability,CachingObjects_Modularity,SecuringLibraries_Expandability,SecuringLibraries_Simplicity,SecuringLibraries_Reusability,SecuringLibraries_Learnability,SecuringLibraries_Understandability,SecuringLibraries_Modularity,RelativePath_Expandability,RelativePath_Simplicity,RelativePath_Reusability,RelativePath_Learnability,RelativePath_Understandability,RelativePath_Modularity,ExcessiveObjects_Expandability,ExcessiveObjects_Simplicity,ExcessiveObjects_Reusability,ExcessiveObjects_Learnability,ExcessiveObjects_Understandability,ExcessiveObjects_Modularity,UnusedDeclaration_Expandability,UnusedDeclaration_Simplicity,UnusedDeclaration_Reusability,UnusedDeclaration_Learnability,UnusedDeclaration_Understandability,UnusedDeclaration_Modularity,UnusedImplementation_Expandability,UnusedImplementation_Simplicity,UnusedImplementation_Reusability,UnusedImplementation_Learnability,UnusedImplementation_Understandability,UnusedImplementation_Modularity,UnusedParameters_Expandability,UnusedParameters_Simplicity,UnusedParameters_Reusability,UnusedParameters_Learnability,UnusedParameters_Understandability,UnusedParameters_Modularity,NotHandlingExceptions_Ranking,AssumingSafeReturnValue_Ranking,ExcessiveCommunication_Ranking,Clustering_Ranking,Scattering_Ranking,HardCodingLibraries_Ranking,LocalReferences_Ranking,MemoryManagement_Ranking,CachingObjects_Ranking,SecuringLibraries_Ranking,RelativePath_Ranking,ExcessiveObjects_Ranking,UnusedDeclaration_Ranking,UnusedImplementation_Ranking,UnusedParameters_Ranking,Clean 1,Smell1,Smell1_Validation,Smell1_Severity,Smell1_Refactoring,Smell2,Smell2_Validation,Smell2_Severity,Smell2_Refactoring,Smell3,Smell3_Validation,Smell3_Severity,Smell3_Refactoring,Smell4,Smell4_Validation,Smell4_Severity,Smell4_Refactoring,Smell5,Smell5_Validation,Smell5_Severity,Smell5_Refactoring,Smell6,Smell6_Validation,Smell6_Severity,Smell6_Refactoring,Smell7,Smell7_Validation,Smell7_Severity,Smell7_Refactoring,Clean 2,Smell8,Smell8_Validation,Smell8_Severity,Smell8_Refactoring,Smell9,Smell9_Validation,Smell9_Severity,Smell9_Refactoring,Smell10,Smell10_Validation,Smell10_Severity,Smell10_Refactoring,Smell11,Smell11_Validation,Smell11_Severity,Smell11_Refactoring,Smell12,Smell12_Validation,Smell12_Severity,Smell12_Refactoring,Smell13,Smell13_Validation,Smell13_Severity,Smell13_Refactoring,Smell14,Smell14_Validation,Smell14_Severity,Smell14_Refactoring,Smell15,Smell15_Validation,Smell15_Severity,Smell15_Refactoring,Clean 3
Yes,Closed,JavaCpp,,,,,,,,,Very Often,Rarely,Rarely,Rarely,Rarely,Often,Very Often,Often,Rarely,Very Often,Rarely,Rarely,Rarely,Often,Rarely,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,13,14,10,12,7,6,15,11,1,5,3,9,4,8,2,No,,,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,4 (High),"Yes (Refactoring with another solution), please specify",Yes,Yes,3 (Medium),No (No refactoring),,,,,
Yes,Closed,JavaCpp,,,,,,,,,Often,Rarely,Often,Often,Very often,Rarely,Very often,Often,Rarely,Often,Rarely,Rarely,Often,Often,Rarely,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Positive,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,9,13,10,12,14,5,8,15,3,7,6,11,1,4,2,No,,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,4 (High),"Yes (Refactoring with another solution), please specify",,,,,
Yes,Closed,JavaCpp,,,,,,,,,Often,Rarely,Rarely,Very often,Rarely,Rarely,Rarely,Very often,Often,Rarely,Often,Rarely,Often,Rarely,Rarely,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,15,11,13,10,7,5,14,12,6,8,3,4,1,9,2,No,,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,,,,,
Yes,Closed,JavaCpp,,,,,,,,,Rarely,Rarely,Very often,Very often,Often,Rarely,Often,Often,N/A,Very often,Very often,Often,Often,Often,Often,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Positive,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,13,10,12,14,1,6,15,11,8,7,3,9,4,5,2,No,,,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,No,No,,,Yes,No,5 (Very High),"Yes (Refactoring with another solution), please specify",Yes,Yes,5 (Very High),"Yes (Refactoring with another solution), please specify",Yes,Yes,3 (Medium),No (No refactoring),,,,,
Yes,Closed,JNA,,,,,,,,,Rarely,Rarely,Rarely,Often,Rarely,Often,Very often,Very often,Rarely,Often,Often,Often,Often,Rarely,Rarely,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Positive,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,10,13,14,12,11,6,9,15,5,8,1,4,2,7,3,No,,,,,Yes,No,3 (Medium),No (No refactoring),No,No,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,2 (Low),"Yes (Refactoring with another solution), please specify",Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,
Yes,Closed,Pljava,,,,,,,,,Rarely,Very often,Very often,Very often,Rarely,N/A,Often,Very often,Often,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,14,13,11,15,5,3,10,12,2,7,6,4,9,8,1,No,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),"Yes (Refactoring with another solution), please specify",,,,,Yes,Yes,3 (Medium),No (No refactoring),No
Yes,Closed,Pljava,,,,,,,,,Very often,Rarely,Very often,Very often,Often,Rarely,Rarely,Often,Rarely,Very often,Often,Often,Rarely,Rarely,Often,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,15,13,12,11,7,5,14,9,4,10,3,6,1,8,2,No,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,,,,,,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,
Yes,Closed,Pljava,,,,,,,,,Rarely,Rarely,Often,Very often,Rarely,Rarely,Very often,Very often,Rarely,Often,Rarely,Often,Often,Rarely,Rarely,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,14,12,13,9,8,3,15,11,4,10,5,7,6,1,2,No,No,No,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),No
Yes,Closed,Pljava,,,,,,,,,Very often,Rarely,Very often,Very often,Rarely,Often,Often,Often,Often,Often,Often,Rarely,Rarely,Often,Rarely,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Positive,Neutral,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,14,13,12,10,11,5,9,15,2,8,1,7,4,6,3,No,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),,,,,,,,,,,,,,,,,No,No,,,No,,,,,,,,,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),No,No,,,,,,,,,,,,,,,
Yes,Closed,Realm,,,,,,,,,Rarely,Very often,Very often,Very often,Very often,Often,Very often,Very often,Rarely,Very often,Rarely,Rarely,Rarely,Often,Rarely,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,11,15,10,12,14,6,13,9,5,7,3,8,2,4,1,No,Yes,Yes,2 (Low),No (No refactoring),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),No
Yes,Closed,Realm,,,,,,,,,Often,Often,Rarely,Often,Rarely,Often,Very often,Very often,Often,Often,Often,Rarely,Often,Rarely,Often,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,15,13,12,11,7,1,10,14,2,5,6,9,8,4,3,No,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,,,,,Yes,Yes,2 (Low),No (No refactoring),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),,,,,
Yes,Closed,Realm,,,,,,,,,Very often,Very often,Often,Very often,Very often,Rarely,Very often,Often,Often,Often,Often,Often,Rarely,Rarely,Rarely,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,Neutral,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,13,12,15,11,7,4,14,10,6,8,3,9,2,5,1,No,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,No,4 (High),Yes (Refactoring with this solution),,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",,,,,Yes,Yes,1 (Very Low),No (No refactoring),Yes,Yes,1 (Very Low),No (No refactoring),No
Yes,Closed,Realm,,,,,,,,,Often,Often,Often,Rarely,Rarely,Rarely,Often,Very often,Rarely,Often,Often,Rarely,N/A,Very often,Very often,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,13,14,10,12,7,6,15,11,1,5,3,9,4,8,2,No,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),No
Yes,Closed,Realm,,,,,,,,,Very Often,Rarely,Rarely,Very often,Often,Rarely,Often,Very often,Rarely,Often,Rarely,Often,Often,Often,Rarely,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,12,13,14,8,6,1,9,10,4,7,15,11,2,5,3,No,No,No,,,Yes,No,3 (Medium),"Yes (Refactoring with another solution), please specify",No,No,,,Yes,No,4 (High),Yes (Refactoring with this solution),,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Closed,Realm,,,,,,,,,Often,Very often,Very often,Very often,Rarely,N/A,Very often,Very often,Rarely,Rarely,Very often,Often,Often,Rarely,Rarely,Neutral,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Negative,Neutral,Negative,Negative,Negative,Positive,Negative,Positive,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,14,13,15,10,11,7,9,12,3,5,1,6,8,4,2,No,No,No,,,Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,3 (Medium),Yes (Refactoring with this solution),Yes,Yes,2 (Low),No (No refactoring),,,,,,,,,Yes,Yes,5 (Very High),Yes (Refactoring with this solution),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Closed,Rocksdb,,,,,,,,,Very Often,Very often,Often,Very often,Often,Rarely,Rarely,Often,Often,Often,Often,N/A,Often,Very often,Rarely,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Neutral,Negative,Negative,Negative,Positive,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,11,15,14,10,4,5,9,13,7,12,3,8,1,6,2,No,Yes,Yes,2 (Low),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,3 (Medium),No (No refactoring),Yes,Yes,5 (Very High),Yes (Refactoring with this solution),Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,3 (Medium),No (No refactoring),,,,,
Yes,Closed,Rocksdb,,,,,,,,,Often,Often,Very often,Very often,Rarely,Rarely,Often,Very often,Rarely,Often,Often,Rarely,Often,Often,Rarely,Neutral,Neutral,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative,Negative,Negative,Positive,Neutral,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,10,15,12,11,14,3,9,13,1,7,6,5,4,8,2,No,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),No,No,,,Yes,No,4 (High),"Yes (Refactoring with another solution), please specify",,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,4 (High),Yes (Refactoring with this solution),,,,,
